,Agrupación Política,Lista,Cargo,Posicion,Genero
6600,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6636,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6672,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6709,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6747,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
6785,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6822,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6860,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6898,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
6927,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
6956,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
6992,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7028,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7066,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7104,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7142,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7180,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7216,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7252,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7285,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7323,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7361,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7397,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7433,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7470,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7508,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7546,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7583,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7621,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7659,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7688,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7717,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7753,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7789,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7827,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
7865,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7903,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7941,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
7977,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8013,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
8046,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8084,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8122,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8158,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8195,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8233,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
8271,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8308,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8346,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8384,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8413,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
8451,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8489,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8527,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8563,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8599,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
8632,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8670,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8708,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8744,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8780,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8817,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8855,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
8893,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8930,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
8968,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9006,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9035,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9064,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9100,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9136,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9174,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9212,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9250,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9288,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9324,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9360,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9393,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9431,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9469,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9505,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9541,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9578,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9616,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9654,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9691,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9729,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9767,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9796,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9825,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9861,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9897,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
9935,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
9973,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10011,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10049,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10085,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10121,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10154,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10192,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10230,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10266,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10302,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10339,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10377,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10415,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10452,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10490,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10528,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10557,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10586,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10622,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10658,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10696,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10734,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10772,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10810,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10846,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10882,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
10915,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10953,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
10991,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11027,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11063,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11100,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11138,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11176,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11213,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11251,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11289,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11318,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11347,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11383,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11419,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11457,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11495,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11533,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11571,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11607,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11643,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11676,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11714,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11752,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11788,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11824,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11861,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11899,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
11937,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
11974,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12012,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12050,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12079,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12108,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12144,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12180,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12218,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12256,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12294,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12332,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12368,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12404,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12437,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12475,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12513,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12549,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12585,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12622,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12660,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12698,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12735,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12773,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12811,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12840,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12869,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12905,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
12941,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
12979,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13017,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13055,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13093,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13129,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13165,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13198,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13236,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13274,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13310,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13346,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13383,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13421,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13459,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13496,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13534,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13572,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13601,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13630,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13666,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13702,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13740,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13778,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13816,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13854,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13890,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13926,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
13959,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
13997,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14035,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14071,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14107,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
