AP,Nombre_lista,Tipo_eleccion,Distrito,Cargo,Subcategoria Cargo,Posicion,Precandidatura,Genero,Edad
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,MARCOS DANIEL CASTAÑO,M,60
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,SILVIA LILIANA TISNE,F,60
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,DIEGO EZEQUIEL PEREZ,M,34
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,LAURA MARIANA VAZQUEZ,F,37
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,JORGE SANTA CRUZ,M,63
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,MARIA AGUEDA BIANCHINI,F,59
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,MARCELO OMAR RIVERO,M,51
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,SILVIA FERMINA VAZQUEZ,F,46
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,ANDRES EDUARDO SOBREDO,M,41
LIBER.AR,A DEMOS,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,ANGELES NOEMI RAMOS,F,26
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,MIGUEL ANGEL LACOUR,M,89
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,MARIA EUGENIA LACOUR ARGERICH,F,57
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,ALFREDO EDUARDO ZULOAGA,M,58
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,ADRIANA ELIZABETH LENZI,F,50
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,OCTAVIO JOSE LABORDA,M,71
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,ROXANA CLAUDIA VALLEJOS,F,36
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,GABRIEL AGUSTIN ACOSTA,M,26
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,NANCY MABEL ALEGRE,F,50
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,HERNAN DARIO CALOGERO,M,53
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,NIEVES ACEVEDO,F,77
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,HUGO ALBERTO BELLA,M,54
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,MARTA ELIZABETH GONZALEZ,F,46
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,VALERIANO MOSQUEDA,M,62
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,NATALIA LORENA RUIZ DIAZ,F,43
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,ARMANDO RAUL ABRIGO,M,57
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,ANA VERONICA D'AGOSTINO,F,49
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,JUAN MARCELO GUTIERREZ,M,44
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,MICAELA BELEN MARAGLIANO,F,30
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,NESTOR EDGARDO QUINTEROS,M,58
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,ROSALBA MARIBEL BARRETO,F,47
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,GUSTAVO JORGE FILOMIA,M,54
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,MARIA CRISTINA SALAS,F,75
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,DANIEL OMAR ASCAR,M,63
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,SILVIA MARIA RACCIATTI,F,57
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,RICARDO JOSUE ROMERO,M,59
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,ADRIANA NOEMI KNACK,F,57
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,JAIME WALTER CONTRERAS,M,62
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,GABRIELA FABIANA LEONELLI,F,52
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,GONZALO NICOLAS LIMA ALVAREZ,M,35
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,MARA ALEJANDRA GOMEZ,F,45
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,PABLO MARCELO LANFRANCO,M,54
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,SONIA EDITH CHIRINO,F,40
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,RAUL ALBERTO GALARZA,M,54
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,ANALIA SOLEDAD RIVERO,F,44
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,OSIRIS DANIEL PEREZ,M,53
LIBER.AR,LISTA C ANTICORRUPCION,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,MARIA ANABELLA FRISA,F,30
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,CESAR LUIS ROJAS ESQUIVEL,M,53
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,ALICIA MARIA SZAPIRO,F,58
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,ALNELO ALCIDES CHRISTIANSEN,M,68
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,ANA MARIA MARTIN,F,72
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,FRANCISCO GERONIMO AYALA,M,40
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,FERNANDA BELEN CHRISTIANSEN,F,35
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,MAXIMILIANO ARIEL IRRAZABAL,M,34
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,ANDREA SOLEDAD TORRES MIRANDA,F,46
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,LEONARDO OSCAR SINISTRI,M,49
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,ELVIA ESTELA PALLERO,F,62
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,DARIO DAMIAN GUTIERREZ,M,41
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,MARTA ISABEL NUÑEZ,F,60
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,JOSE LUIS ALDANA,M,67
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,SILVANA SANDRA PIÑEYRUA,F,60
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,IVAN PILCIC,M,49
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,ANITA BEATRIZ PAEZ,F,68
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,FABIO MACKOWIAK,M,76
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,ALICIA MIRTA ZEBALLOS,F,82
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,JUAN ANTONIO ARNEDO,M,66
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,MIRTHA ALICIA NOGUERA,F,72
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,VICTOR RODOLFO ONESTI,M,60
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,LILIANA ESTELA GEMOLOTTO,F,67
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,ANDRÉS EDUARDO YBAÑEZ,M,30
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,AYELEN VELIZAN,F,36
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,FERNANDO ALFREDO CASTRO,M,72
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,SILVIA LORENA PRIOLO,F,47
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,MATIAS NICOLAS PAGLIARINI,M,34
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,ELENA NOEMI MOREYRA,F,59
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,CARLOS ENRIQUE ALBARRACIN,M,75
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,MICAELA MARIEL FERNANDEZ,F,27
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,BRIAN LEONEL RECASENS,M,30
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,MARIANA LORENA ROSALES,F,53
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,SEBASTIAN PABLO KOVAL,M,47
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,MARINA SOLEDAD JUAREZ,F,36
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,MANUEL RUBEN DIAZ,M,79
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,MARIA PAULA ABARCA GRANILLO FERNANDEZ,F,33
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,18,CARLOS DANIEL AGÜERO,M,63
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,FERNANDO JOSE ORTEGA,M,53
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,SAMIA MOHAMAD,F,65
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,HAMAD MOHAMAD DIB,M,86
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,MONICA LEONIDES COITINHO,F,54
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,NABIL HASSANEIN ABDEL KADER,M,63
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,ANA CRISTINA DUTLI,F,54
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,ADOLFO GABRIEL GIANOLA,M,62
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,SILVIA NOEMI ASMET,F,60
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,HECTOR FERNANDO ALBAIZETA,M,58
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,ELIZABETH GONZALEZ DE OLIVEIRA,F,53
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,RICARDO DANIEL OCAÑA,M,55
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,CRISTINA DEL VALLE SUAREZ,F,56
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,ANGEL FABIAN GELABERT,M,58
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,KARINA MARIA JOSE MALONE CABIEDES,F,50
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,NESTOR HUGO DIVANO,M,68
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,LUCILA JAZMIN ALONSO MARTINEZ,F,32
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,DIEGO CHRISTIAN CORTESINI,M,52
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,LUCIA FERMINA ZAPATA,F,55
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,EDGARDO OMAR NUÑEZ,M,55
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,BLANCA ESTER CACERES,F,50
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,JORGE ALBERTO BARRETTA,M,60
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,YANINA DEL VALLE NAVARRO,F,42
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,ALEJANDRO JUAN MIGUEL MALONE,M,59
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,MARIA EUGENIA GUANUCO,F,69
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,DIEGO MAXIMILIANO CASTILLO,M,41
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,MARCELA EDITH MOYA,F,57
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,ROLANDO MANUEL ALE,M,67
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,JUANA BEATRIZ CORREAS,F,51
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,NESTOR WALTER CALVO,M,51
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,MARIA FATIMA JUANA GUARDIA MENDONCA,F,56
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,AZIZ KADJO,M,82
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,MARIA BELEN YAPURA,F,33
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,SEBASTIAN BERNABE PEREZ,M,44
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,CRUZ OLGA GUILLEN,F,72
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,CARLOS MATIAS PEINADO,M,33
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,CINTIA GABRIELA PALAVECINO,F,41
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,18,DAMIAN GONZALO SUAREZ,M,29
MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,19,MARIA ANALIA GORDILLO,F,52
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,SANDRA ELIZABETH CALVENTE,F,44
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,JOSE MARTIN AGUIRRE,M,57
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,VANESA ELIZABETH VERGARA,F,40
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,DARIO FABIAN ARREGUI,M,35
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,JOANA ELIZABETH CARRILLO,F,37
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,JOAQUIN GUSTAVO BARVERO,M,42
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,MARIA ELENA LEIVA,F,74
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,ARIEL OMAR DE PABLO,M,39
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,ADRIANA JUDIT ESTIGARRIBIA,F,37
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,AVILA ISAAC MOISES MACIAS,M,46
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,NATALIA SOLEDAD MACIEL,F,39
MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,NACIONAL,SANTA CRUZ,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,DIEGO FERNANDO VERON,M,40
