Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
PARTIDO AUTONOMISTA,HACEMOS UNIDOS POR SALTA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,3,FLAVIO ALFREDO LOPEZ,M,47
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,TITULARES,1,VIOLETA GIL,F,35
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,TITULARES,2,JULIO OSCAR QUINTANA,M,41
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,TITULARES,3,GEORGIA DEL MILAGRO ROMERO,F,45
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,TITULARES,4,NAHUEL GUSTAVO LOPEZ RIQUELME,M,28
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,1,ALEJANDRA MARIELA ALVAREZ,F,51
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,2,CRISTIAN RAFAEL PEREYRA,M,38
POLITICA OBRERA,UNIDAD OBRERA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,3,SILVIA ELIZABETH COLQUE,F,50
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,TITULARES,1,FELIPE BIELLA,M,59
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,TITULARES,2,SONIA VILLA,F,61
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,TITULARES,3,EXEQUIEL PAYO ESPER,M,33
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,TITULARES,4,ANA SILVIA SARMIENTO,F,59
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,SUPLENTES,1,GABRIEL ESTEBAN CARRIZO BAZAN,M,52
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,SUPLENTES,2,SILVINA CABANA,F,52
SI-SALTA INDEPENDIENTE,A   POR UNA SALTA INDEPENDIENTE,SALTA,DIPUTADOS NACIONALES,SUPLENTES,3,JORGE GONZALO FERNANDEZ,M,26
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,TITULARES,1,JESUS RAMON VILLA,M,65
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,TITULARES,2,LIA VERONICA CALIVA,F,46
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,TITULARES,3,PEDRO ISAIAS GUZMAN ESCALANTE,M,40
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,TITULARES,4,ELIA FERNANDEZ,F,56
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,SUPLENTES,1,SERGIO HORACIO REYES,M,62
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,SUPLENTES,2,BEATRIZ FABIANA CAMACHO,F,55
UNION POR LA PATRIA,UNION PARA LA VICTORIA K,SALTA,DIPUTADOS NACIONALES,SUPLENTES,3,DIEGO ARMANDO ARROYO,M,43
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,TITULARES,1,MARIA ANGELICA MARTINEZ MORALES MIY,F,48
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,TITULARES,2,OSCAR RAUL DIAZ,M,50
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,TITULARES,3,FERNANDA JANETH RAMOS,F,36
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,TITULARES,4,CARLOS RAMIRO CERVANTE,M,44
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,SUPLENTES,1,MARIA PILAR MIRANDA AMADO,F,29
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,SUPLENTES,2,DAVID PABLO LUIS CAJAL,M,36
UNION POR LA PATRIA,UNION POR LA FELICIDAD DE SALTA C,SALTA,DIPUTADOS NACIONALES,SUPLENTES,3,VERONICA LETICIA PACHECO,F,52
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,TITULARES,1,PABLO ISMAEL OUTES,M,56
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,TITULARES,2,YOLANDA GRACIELA VEGA,F,56
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,TITULARES,3,LUCAS JAVIER GODOY,M,41
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,TITULARES,4,MARIA BEATRIZ BLANCO,F,52
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,1,RAUL GONZALO QUILODRAN LLAMAS,M,44
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,2,LORENA VERONICA MARINA FARJAT D'ALESSANDRO,F,47
UNION POR LA PATRIA,UNION POR SALTA A,SALTA,DIPUTADOS NACIONALES,SUPLENTES,3,ESTEBAN CARRAL COOK,M,58
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,NANCY VIVIANA PICON MARTINEZ,F,48
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,ENZO ARIEL CORNEJO,M,48
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,ROCIO ANTONELA VAZQUEZ,F,35
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,IVAN EDUARDO KADI SARICH,M,42
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,MARIA ANTONELA HERRAN,F,33
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,GUIDO ALBERTO ROMERO DELGADO,M,52
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,MARIA EUGENIA DEL VALLE RAVERTA CASTRO,F,49
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,ALFREDO ALEJANDRO ACIAR,M,53
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,ALEJANDRA VIVIANA CASTRO,F,51
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,ALBERTO JOSE IANNELLI FLORES,M,33
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,GABRIELA YANINA TOSI BLANCO,F,47
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,JORGE ALBERTO SANCHEZ,M,62
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,GLORIA GRACIELA CIMINO,F,68
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,MAURICIO EDUARDO NUÑEZ,M,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,MARIA EUGENIA GARCIA PUTRUELE,F,42
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,CLAUDIO JAVIER MANRIQUE,M,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,YANINA ELIZABETH SILVA,F,39
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,ANGEL MARCELO ARACENA,M,55
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,CRISTIAN ROBERTO JURADO,M,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,DANIELA INES VARESE CANTONI,F,27
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,NICOLAS MARCOS MENDEZ,M,48
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,AIDA CARMEN MONLA,F,72
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,MAURICIO FRANCISCO ROBLEDO CHASCO,M,31
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,PAOLA GABRIELA PINTO,F,42
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,JORGE FACUNDO PERRONE BODE,M,43
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,MAIRA AYELEN ZEPEDA,F,37
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,DANIEL HORACIO MOLINA,M,55
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,FABIANA CARINA PERALTA,F,49
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,ANTONIO SALVADOR QUIROGA,M,65
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,EVELIN ROMINA CASTRO,F,37
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,JORGE EDUARDO CHICA MUÑOZ,M,43
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,MELISA YAMILA NAVEDA MARUN,F,34
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,JORGE ANTONIO ORIBE OLIVEROS,M,46
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,LILIA GRACIELA MARTIN,F,60
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,OMAR EDUARDO BLANCO,M,58
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,CLAUDIA IVANA PEREYRA,F,50
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,JOSE ASAD PELUC,M,51
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,VICTORIA EUGENIA GARCIA,F,59
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,DARIO DAVID ISAAC PEÑA MUÑOZ,M,33
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,MATILDE INES FACCHINETTI JORDA,F,46
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,MATIAS FRANCISCO SIRERA PALMERO,M,41
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,HELIANA ABIGAIL CASTRO,F,37
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,JOSE ALEJANDRO GOMEZ,M,67
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,JESICA EDITH VEGA BAZAN,F,37
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,MANUEL NAVEDA,M,76
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,MARIA VANESA PAEZ,F,40
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,JOSE MARCELO PEREYRA CUEVAS,M,57
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,VANESA ROMINA ACIAR,F,37
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,RICARDO JESUS OJEDA,M,34
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,ANDREA NANCY ABALLAY RIOFRIO,F,41
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,RODOLFO ALEJANDRO CHIRINO,M,47
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,MACARENA JAQUELINE MONTIVERO TOBARES,F,29
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,MAURICIO GABRIEL DELGADO AGÜERO,M,43
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,LORETA VANINA ACOMANDO,F,40
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,BRAIAN ALEXIS MANRIQUE,M,29
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,YOHANA BELEN OLMOS AUSMENDIZ,F,29
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,RAÚL ALEXANDER CHIFFEL,M,42
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,CARINA ANALIA MOLINA,F,31
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,NICOLAS ANTONIO FLORES,M,65
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,VALERIA FERNANDA OLMOS,F,36
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,1,JORGE SEBASTIAN PELAYES NARVAEZ,M,37
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,2,LAURA VERONICA LLANOS GONZALEZ,F,28
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,TITULARES,3,GONZALO MATIAS CARVAJAL PEREZ MOTA,M,40
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,1,MARIA BELÉN ONTIVEROS DAVILA,F,26
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,2,MAURO JESUS DOÑA LOPEZ,M,27
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,DIPUTADOS NACIONALES,SUPLENTES,3,MARIA AGOSTINA GOUANE BUSTAMANTE,F,29
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,RAMON OLGUIN,M,68
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,ORNELLA DEZZUTTO,F,29
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,RAIQUEN OLGUIN,M,33
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,SANDRA MARIA ELENA GARRO,F,33
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,ELEONORA DE PANIS,F,39
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,MARIO JAIME,M,33
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,MARTA GARCIA,F,78
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,DIONEL AMAYA,M,35
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,CARLOS ALBERTO GONZALEZ D ALESSANDRO,M,53
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,VERONICA JORDAN,F,73
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,CLAUDIO ARIEL ALVAREZ,M,47
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,MARIA MARCELA GRENDENE,F,52
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,ALEJANDRO CACACE,M,38
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,VALERIA LANGE,F,42
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,JAVIER ANTONIO SUAREZ ORTIZ,M,35
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,EUGENIA CIMINARI,F,51
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,CARLOS ALBERTO ALMENA,M,55
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,ANDREA LUZ ECHENIQUE,F,33
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,OSCAR ADRIAN OVIEDO,M,47
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,NANCY IVANA PAEZ,F,31
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,ITALO ALBERTO GALLARDO MUÑOZ,M,55
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,NILDA YOLANDA ABREGU,F,77
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,JULIO ESTEBAN DEL GROSSO,M,51
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,RAMONA LILIANA ALANIZ,F,55
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,AILEN ANTONELLA CHAINE,F,32
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,KEVIN MARCIEL VIDELA GUTIERREZ,M,25
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,AGUSTINA MILAGROS CADILE,F,26
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,GONZA MALDONADO,M,27
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,FEDERICO QUIROGA,M,60
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,HILDA PEDRANZANI,F,64
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,MARCELO BONGIOVANNI,M,50
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,SILVIA BONIVARDO,F,58
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,ANICETO MARCOS CUELLO,M,73
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,MARTHA PAULA DE LOURDES OROZCO,F,54
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,CARLOS HORACIO BUSTAMANTE,M,41
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,DELIA ISABEL CASTAÑEDA,F,48
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,1,ERNESTO NADER ALI,M,52
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,DIPUTADOS NACIONALES,TITULARES,2,MARIA SILVIA RAPISARDA,F,53
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,1,JUAN PABLO SUAREZ,M,45
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,DIPUTADOS NACIONALES,SUPLENTES,2,ANDREA SUSANA TORRES,F,48
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,WALTER SANCHEZ,M,60
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,MONICA INES MIGANI,F,65
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,GERMAN LEONEL CARRIZO,M,27
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,KAREN MICAELA HAJJAR,F,32
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,LEO ROQUEL,M,43
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,YANINA GRIBAUDO,F,38
