Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,AMELIA TORRES,F,67
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,HUGO DANIEL LOPEZ,M,54
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,DORA CARLOTA LEMOS,F,52
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,JOSÉ ROMERO,M,72
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,MARIANA ELIZABETH SANCHEZ,F,33
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,JOSE LUIS GOMEZ,M,67
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,GABRIEL ALEJANDRO ROMERO,M,64
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,MONICA DE LOS ANGELES BAGLIETTO,F,31
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,BETO ORLANDO AQUINO,M,28
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,DIONICIA QUINTANA,F,67
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,GUSTAVO DAVID FERNANDEZ,M,34
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,MARIA EVA ROMERO,F,59
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,GABRIEL ORLANDO CENTURION,M,35
PARTIDO LIBERTARIO,UNIDAD Y COMPROMISO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,DIEGO ARNALDO BENITEZ,M,46
PARTIDO LIBERTARIO,UNIDAD Y COMPROMISO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,CRISTINA CRIS CALABRESE,F,44
PARTIDO LIBERTARIO,UNIDAD Y COMPROMISO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,DANIEL DANI CASCO,M,62
PARTIDO LIBERTARIO,UNIDAD Y COMPROMISO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,ROSANA ELIZABETH GONZALEZ,F,56
PARTIDO LIBERTARIO,UNIDAD Y COMPROMISO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,ADRIAN ALBERTO MARTRES,M,53
PARTIDO LIBERTARIO,UNIDAD Y COMPROMISO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,SILVIA BEATRIZ PEREZ,F,48
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,NANCY ARACELY SAND GIORASI,F,59
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,CHRISTIAN ALEJANDRO ZULLI,M,36
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,MARIA SARA APARICIO,F,37
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,FABIAN ANTONIO BORDA,M,57
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,VERONICA NATALIA MOLINA,F,41
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,ELVIO ALEJANDRO OSUNA,M,45
UNION POR LA PATRIA,CELESTE Y BLANCA,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,NATALIA LUDMILA BALDI ESCOBAR,F,44
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,1,FRANCISCO ALEJANDRO MORCHIO,M,48
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,2,GRACIA MARIA JAROSLAVSKY,F,66
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,3,GUILLERMO DANIEL MARCONE,M,56
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,4,VALENTINA GÖTTE,F,32
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,1,CARLOS LEANDRO JACOBI,M,37
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,2,NILDA ESTER GIMENEZ,F,65
JUNTOS POR ENTRE RIOS,AHORA ENTRE RíOS,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,3,EDUARDO JOSE SANTIAGO CASTAGNINO,M,31
LA LIBERTAD AVANZA,LA LIBERTAD POR SIEMPRE,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,1,BELTRAN BENEDIT,M,66
LA LIBERTAD AVANZA,LA LIBERTAD POR SIEMPRE,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,2,CANDELARIA BARTOLONI,F,31
LA LIBERTAD AVANZA,LA LIBERTAD POR SIEMPRE,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,3,MIGUEL DAVID ROBLEDO,M,51
LA LIBERTAD AVANZA,LA LIBERTAD POR SIEMPRE,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,4,NORA PETRONA GOMEZ,F,44
LA LIBERTAD AVANZA,LA LIBERTAD POR SIEMPRE,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,1,CLAUDIA ELISA BALLEJO,F,36
LA LIBERTAD AVANZA,LA LIBERTAD POR SIEMPRE,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,2,RUBEN OMAR ESNARRIAGA,M,64
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,1,GUSTAVO EDUARDO BORDET,M,61
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,2,BLANCA INES OSUNA,F,73
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,3,GUILLERMO MICHEL,M,46
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,4,BRENDA JACQUELINE ULMAN HEFFLING,F,31
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,1,FEDERICO PRIETO,M,37
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,2,PATRICIA INDIANA MEDINA,F,58
MAS PARA ENTRE RIOS,2 MAS PARA ENTRE RIOS,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,3,JOSE ALBERTO GOMEZ,M,61
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,1,NAHUEL PABLO LEIS POU,M,36
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,2,JULIA FIORELLA PASSERI,F,31
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,3,NELSON ARIEL DURAN,M,30
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,4,LAURA ROSALIA SAUCEDO,F,52
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,1,LUIS ANIBAL RAMIREZ,M,51
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,2,CLAUDIA IRMA ANALÍA SEGOVIA,F,45
MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,3,JOSE RAMON ARREDONDO,M,62
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,1,NICOLAS ZUTTION,M,28
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,2,LUNA CANDELARIA BADARACCO BERDUC,F,28
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,3,FERNANDO NICOLAS ARREGUI,M,40
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,TITULARES,4,CIELO KRAMER,F,63
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,1,PEDRO RICARDO ZUBILLAGA,M,38
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,2,LORENA ANALIA MONTAÑANA,F,43
NUEVA IZQUIERDA,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,ENTRE RÍOS,DIPUTADOS NACIONALES,SUPLENTES,3,MARIO ALBERTO ROMANO,M,33
JUNTOS POR EL CAMBIO,#PODES CONFIAR ESTAMOS CON VOS,FORMOSA,DIPUTADOS NACIONALES,TITULARES,1,ANA GABRIELA NEME,F,55
JUNTOS POR EL CAMBIO,#PODES CONFIAR ESTAMOS CON VOS,FORMOSA,DIPUTADOS NACIONALES,TITULARES,2,VICENTE SEBASTIAN MARINKOVICH,M,40
JUNTOS POR EL CAMBIO,#PODES CONFIAR ESTAMOS CON VOS,FORMOSA,DIPUTADOS NACIONALES,TITULARES,3,CIRILA OFELIA BRITEZ,F,54
JUNTOS POR EL CAMBIO,#PODES CONFIAR ESTAMOS CON VOS,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,1,OMAR ATILIO GUARDIOLA,M,61
JUNTOS POR EL CAMBIO,#PODES CONFIAR ESTAMOS CON VOS,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,2,HERMINDA MADRID,F,62
JUNTOS POR EL CAMBIO,#PODES CONFIAR ESTAMOS CON VOS,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,3,FERNANDO MANUEL CESPEDES,M,38
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,FORMOSA,DIPUTADOS NACIONALES,TITULARES,1,RICARDO BURYAILE,M,61
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,FORMOSA,DIPUTADOS NACIONALES,TITULARES,2,BIANCA DEBORAH CAPELETTI PUYO,F,40
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,FORMOSA,DIPUTADOS NACIONALES,TITULARES,3,DIEGO MIGUEL CENTURION,M,50
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,1,GRISELDA EDITH CORREA,F,52
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,2,WILFRIDO ENRIQUE MEZA,M,46
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,3,CLAUDIA ROSSANA GONZALEZ ROIG,F,57
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,FORMOSA,DIPUTADOS NACIONALES,TITULARES,1,GERARDO GUSTAVO GONZALEZ,M,49
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,FORMOSA,DIPUTADOS NACIONALES,TITULARES,2,NOEMI BEATRIZ ARGAÑARAS,F,54
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,FORMOSA,DIPUTADOS NACIONALES,TITULARES,3,PABLO SEBASTIAN MIGUEZ,M,56
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,1,ALVINA ELVIRA ACOSTA,F,56
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,2,MAXIMILIANO VICTOR GONZALEZ,M,48
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,3,CLARA ELENA ALMIRON,F,62
LA NUEVA INDEPENDENCIA,MILITANTES AMIGOS,FORMOSA,DIPUTADOS NACIONALES,TITULARES,1,JACINTO LOPEZ,M,59
LA NUEVA INDEPENDENCIA,MILITANTES AMIGOS,FORMOSA,DIPUTADOS NACIONALES,TITULARES,2,MAGDALENA ELEN BAEZ,F,44
LA NUEVA INDEPENDENCIA,MILITANTES AMIGOS,FORMOSA,DIPUTADOS NACIONALES,TITULARES,3,WILFRIDO RAFAEL LOPEZ,M,41
LA NUEVA INDEPENDENCIA,MILITANTES AMIGOS,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,1,RUFINA MARTINEZ,F,68
LA NUEVA INDEPENDENCIA,MILITANTES AMIGOS,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,2,DAMACIO CLETO GUTIERREZ,M,45
LA NUEVA INDEPENDENCIA,MILITANTES AMIGOS,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,3,GLADYS RAQUEL GAMARRA,F,25
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,FORMOSA,DIPUTADOS NACIONALES,TITULARES,1,MARCELA BEATRIZ MOLINA,F,39
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,FORMOSA,DIPUTADOS NACIONALES,TITULARES,2,NICOLAS EDGARDO ARGUELLO,M,29
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,FORMOSA,DIPUTADOS NACIONALES,TITULARES,3,GRISELDA ELIZABETH BOGADO,F,28
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,1,RUBEN ANDRES PEREZ,M,38
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,2,CAROLINA ELIZABETH PEÑA,F,29
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,3,NESTOR FABIAN VELAZQUEZ,M,37
UNION POR LA PATRIA,"LISTA 2 CELESTE, BLANCA Y AZUL",FORMOSA,DIPUTADOS NACIONALES,TITULARES,1,MARIA GRACIELA PAROLA,F,45
UNION POR LA PATRIA,"LISTA 2 CELESTE, BLANCA Y AZUL",FORMOSA,DIPUTADOS NACIONALES,TITULARES,2,LUIS EUGENIO BASTERRA,M,65
UNION POR LA PATRIA,"LISTA 2 CELESTE, BLANCA Y AZUL",FORMOSA,DIPUTADOS NACIONALES,TITULARES,3,NELLY RAMONA DALDOVO,F,74
UNION POR LA PATRIA,"LISTA 2 CELESTE, BLANCA Y AZUL",FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,1,MANUEL CELAURO,M,67
UNION POR LA PATRIA,"LISTA 2 CELESTE, BLANCA Y AZUL",FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,2,GLORIA MARIZZA GIMENEZ,F,50
UNION POR LA PATRIA,"LISTA 2 CELESTE, BLANCA Y AZUL",FORMOSA,DIPUTADOS NACIONALES,SUPLENTES,3,ADRIAN MARCELO MURACCIOLE,M,37
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,JORGE COLO RIZZOTTI,M,61
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,CLAUDIA MACHACA,F,43
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,FELIX DIAGUITA PEREZ,M,60
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,MARIA TERESA TETE AGOSTINI,F,59
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,OLVER PEDRO LEGAL,M,62
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,VICTORIA CRISTINA LUNA MURILLO,F,48
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,ROSARIO DEL HUERTO AGOSTINI,F,52
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,RAUL SANTIAGO IMPOSTI,M,44
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,MARIA EVANGELICA LIZARRAGA,F,69
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,MATIAS EZEQUIEL SOTO,M,25
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,VERÓNICA INÉS QUISPE,F,59
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,MARCELO DE JESÚS GUTIERREZ,M,39
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,JORGE DANIEL MACIAS,M,56
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,MONICA PATRICIA KRAMICH,F,50
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,NESTOR FABIAN RAMIREZ,M,51
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,ESTRELLA CELESTE RUIZ,F,34
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,PEDRO HORACIO CARRIZO,M,25
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,BETINA AMELIA RIVERO,F,50
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,LUIS ARIEL CARRILLO,M,35
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,PATRICIA AMELIA AMANTE,F,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,LEONARDO ANDRÉS RIVERO,M,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,SUSANA CARI,F,51
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,MARCELO NICOLAS BELTRAMINO,M,35
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,NATALIA ANDREA MORALES,F,42
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,JOSE IVAN BLACUTT,M,43
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,ANDREA YANINA GUTIERREZ,F,35
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,MARIANO DANIEL SORIA,M,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,NATALIA ARACELI LOPEZ,F,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,MIGUEL ANDRES LOPEZ,M,39
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,HUGO ALBERTO HORVATH,M,82
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,CLAUDIA ALEJANDRA SANCHEZ,F,44
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,PABLO MARCELO QUISPE GUZMÁN,M,46
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,ANDREA SOLEDAD CUELLAR,F,38
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,FERNANDO MIGUEL MOYA,M,53
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,ADRIANA MELINA CRUZ,F,41
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,EVANGELINA ROSANA CANCHI,F,48
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,EMILIO OSCAR TORRES,M,56
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,CECILIA JIMENA ABENDAÑO,F,37
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,LUIS MARCOS ARGAÑARAS,M,49
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,ELSA BEATRIZ PURICELLI,F,74
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,MANUEL QUINTAR,M,41
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,MARIA CLAUDIA NEME SCHEIJ,F,60
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,PEDRO JAVIER SEGURA MALINAR,M,36
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,MARÍA LAURA TOMÉ GAMEZ,F,42
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,RUBÉN AMÉRICO SANCHEZ,M,48
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,MIRTA ARACELI SILISQUE,F,26
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,GABRIEL NILSON ORTEGA,M,58
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,MARIELA DAFNE SEGOVIA,F,33
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,DIPUTADOS NACIONALES,TITULARES,3,LUIS MIGUEL MORENO,M,52
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,1,ADRIANA ESTER DEL CARMEN BARRIENTOS,F,44
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,2,JAVIER ROLANDO TARIFA,M,49
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,DIPUTADOS NACIONALES,SUPLENTES,3,ROSARIO VIRGINIA HILARIO,F,48
UNION POR LA PATRIA,UNIDAD RENOVADORA,JUJUY,DIPUTADOS NACIONALES,TITULARES,1,GUILLERMO EUGENIO MARIO SNOPEK,M,48
UNION POR LA PATRIA,UNIDAD RENOVADORA,JUJUY,DIPUTADOS NACIONALES,TITULARES,2,MARIA AMELIA DE DIOS,F,29
